Address,Country ,State,City,New customer records
"Newark, TX",US,TX,Newark,2
"Marshall, TX",US,TX,Marshall,2
"Danville, VA",US,VA,Danville,2
"Florence, OR",US,OR,Florence,2
"YubaCity, CA",US,CA,YubaCity,2
"Tulare, CA",US,CA,Tulare,2
"OakPark, MI",US,MI,OakPark,2
"Corvallis, OR",US,OR,Corvallis,2
"Netcong, NJ",US,NJ,Netcong,2
"Braselton, GA",US,GA,Braselton,2
"FoxPoint, WI",US,WI,FoxPoint,2
"Sandy, UT",US,UT,Sandy,2
"Howell, NJ",US,NJ,Howell,2
"Windham, NH",US,NH,Windham,2
"Verona, NJ",US,NJ,Verona,2
"Auburn, CA",US,CA,Auburn,2
"Cleveland, AL",US,AL,Cleveland,2
"Maplewood, MO",US,MO,Maplewood,2
"Eureka, CA",US,CA,Eureka,2
"Wenatchee, WA",US,WA,Wenatchee,2
"Norwell, MA",US,MA,Norwell,2
"Falmouth, MA",US,MA,Falmouth,2
"Laplace, LA",US,LA,Laplace,2
"Petersburg, VA",US,VA,Petersburg,2
"Timnath, CO",US,CO,Timnath,2
"Antelope, CA",US,CA,Antelope,2
"DePere, WI",US,WI,DePere,2
"HighBridge, NJ",US,NJ,HighBridge,2
"Oneonta, NY",US,NY,Oneonta,2
"Tallmadge, OH",US,OH,Tallmadge,2
"SanDimas, CA",US,CA,SanDimas,2
"Milford, PA",US,PA,Milford,2
"Kingsville, TX",US,TX,Kingsville,2
"Hartford, WI",US,WI,Hartford,2
"Athens, OH",US,OH,Athens,2
"Roseland, NJ",US,NJ,Roseland,2
"Stallings, NC",US,NC,Stallings,2
"Denville, NJ",US,NJ,Denville,2
"Shrewsbury, MA",US,MA,Shrewsbury,2
"KingsPark, NY",US,NY,KingsPark,2
"Fairfield, OH",US,OH,Fairfield,2
"Rockledge, FL",US,FL,Rockledge,2
"Fairmont, WV",US,WV,Fairmont,2
"LakeOrion, MI",US,MI,LakeOrion,2
"Draper, UT",US,UT,Draper,2
"Warsaw, IN",US,IN,Warsaw,2
"Halethorpe, MD",US,MD,Halethorpe,2
"Fulshear, TX",US,TX,Fulshear,2
"Topsham, ME",US,ME,Topsham,2
"Lowell, AR",US,AR,Lowell,2
"Eldridge, IA",US,IA,Eldridge,2
"Coupeville, WA",US,WA,Coupeville,2
"CrestView, FL",US,FL,CrestView,2
"Riverdale, UT",US,UT,Riverdale,2
"Picayune, MS",US,MS,Picayune,2
"MountHolly, NJ",US,NJ,MountHolly,2
"Beachwood, OH",US,OH,Beachwood,2
"Hollis, NY",US,NY,Hollis,2
"Irmo, SC",US,SC,Irmo,2
"Moscow, ID",US,ID,Moscow,2
"Bloomfield, CT",US,CT,Bloomfield,2
"PerryHall, MD",US,MD,PerryHall,2
"Romeoville, IL",US,IL,Romeoville,2
"Hueytown, AL",US,AL,Hueytown,2
"Dolton, IL",US,IL,Dolton,2
"BonneyLake, WA",US,WA,BonneyLake,2
"Chesterton, IN",US,IN,Chesterton,2
"Grottoes, VA",US,VA,Grottoes,2
"Helena, MT",US,MT,Helena,2
"Gulfport, MS",US,MS,Gulfport,2
"Alhambra, CA",US,CA,Alhambra,2
"Fresno, TX",US,TX,Fresno,2
"Streamwood, IL",US,IL,Streamwood,2
"Huntertown, IN",US,IN,Huntertown,2
"Brunswick, ME",US,ME,Brunswick,2
"Mars, PA",US,PA,Mars,2
"SweetGrass, MT",US,MT,SweetGrass,2
"Boxford, MA",US,MA,Boxford,2
"Brewer, ME",US,ME,Brewer,2
"Alton, IL",US,IL,Alton,2
"Biddeford, ME",US,ME,Biddeford,2
"Lavon, TX",US,TX,Lavon,2
"Leominster, MA",US,MA,Leominster,2
"Driftwood, TX",US,TX,Driftwood,2
"Montreal, QC",CA,QC,Montreal,2
"Derby, CT",US,CT,Derby,2
"PicoRivera, CA",US,CA,PicoRivera,2
"Hartsdale, NY",US,NY,Hartsdale,2
"Winnetka, CA",US,CA,Winnetka,2
"Atherton, CA",US,CA,Atherton,2
"Peabody, MA",US,MA,Peabody,2
"Jamestown, NC",US,NC,Jamestown,2
"Kingman, AZ",US,AZ,Kingman,2
"MossPoint, MS",US,MS,MossPoint,2
"Logan, UT",US,UT,Logan,2
"EastAurora, NY",US,NY,EastAurora,2
"Dover, PA",US,PA,Dover,2
"DeerPark, NY",US,NY,DeerPark,2
"Mendham, NJ",US,NJ,Mendham,2
"Passaic, NJ",US,NJ,Passaic,2
"Brentwood, MD",US,MD,Brentwood,2
"Concord, MA",US,MA,Concord,2
"Lillington, NC",US,NC,Lillington,2
"Annandale, NJ",US,NJ,Annandale,2
"Sharpsburg, GA",US,GA,Sharpsburg,2
"WallaWalla, WA",US,WA,WallaWalla,2
"Fairfield, PA",US,PA,Fairfield,2
"Pitman, NJ",US,NJ,Pitman,2
"Brunswick, OH",US,OH,Brunswick,2
"Mattoon, IL",US,IL,Mattoon,2
"Sharon, MA",US,MA,Sharon,2
"Whitehall, OH",US,OH,Whitehall,2
"Marion, SC",US,SC,Marion,2
"LoneTree, CO",US,CO,LoneTree,2
"Stonington, CT",US,CT,Stonington,2
"TuxedoPark, NY",US,NY,TuxedoPark,2
"Katonah, NY",US,NY,Katonah,2
"BluePoint, NY",US,NY,BluePoint,2
"Rome, GA",US,GA,Rome,2
"Peoria, IL",US,IL,Peoria,2
"Princeton, FL",US,FL,Princeton,2
"Moorestown, NJ",US,NJ,Moorestown,2
"Callahan, FL",US,FL,Callahan,2
"OceanView, DE",US,DE,OceanView,2
"Minster, OH",US,OH,Minster,2
"Palmyra, VA",US,VA,Palmyra,2
"TheColony, TX",US,TX,TheColony,2
"Kearney, NE",US,NE,Kearney,2
"Conway, AR",US,AR,Conway,2
"Commerce, GA",US,GA,Commerce,2
"Malverne, NY",US,NY,Malverne,2
"OFallon, MO",US,MO,OFallon,2
"Saugus, MA",US,MA,Saugus,2
"Anacortes, WA",US,WA,Anacortes,2
"Aledo, TX",US,TX,Aledo,2
"Sunapee, NH",US,NH,Sunapee,2
"Winslow, AZ",US,AZ,Winslow,2
"Silverdale, WA",US,WA,Silverdale,2
"Mokena, IL",US,IL,Mokena,2
"Lafayette, IN",US,IN,Lafayette,2
"Glenville, NY",US,NY,Glenville,2
"Whitestown, IN",US,IN,Whitestown,2
"Olivette, MO",US,MO,Olivette,2
"ValleyGlen, CA",US,CA,ValleyGlen,2
"Northfield, MN",US,MN,Northfield,2
"Wilton, NH",US,NH,Wilton,2
"Ansonia, CT",US,CT,Ansonia,2
"Kittery, ME",US,ME,Kittery,2
"Wasilla, AK",US,AK,Wasilla,2
"Monroe, OH",US,OH,Monroe,2
"Fulton, MD",US,MD,Fulton,2
"Methuen, MA",US,MA,Methuen,2
"Oswego, NY",US,NY,Oswego,2
"Crestwood, KY",US,KY,Crestwood,2
"Nogales, AZ",US,AZ,Nogales,2
"Bedford, TX",US,TX,Bedford,2
"Lodi, NJ",US,NJ,Lodi,2
"Allentown, PA",US,PA,Allentown,2
"Kalispell, MT",US,MT,Kalispell,2
"Dunedin, FL",US,FL,Dunedin,2
"Marshall, VA",US,VA,Marshall,2
"Batavia, IL",US,IL,Batavia,2
"Pineville, NC",US,NC,Pineville,2
"Olyphant, PA",US,PA,Olyphant,2
"BlueBell, PA",US,PA,BlueBell,2
"Watertown, NY",US,NY,Watertown,2
"Sumas, WA",US,WA,Sumas,2
"Clovis, NM",US,NM,Clovis,2
"Morrison, CO",US,CO,Morrison,2
"Stafford, TX",US,TX,Stafford,2
"Zimmerman, MN",US,MN,Zimmerman,2
"Bellevue, NE",US,NE,Bellevue,2
"Enumclaw, WA",US,WA,Enumclaw,2
"Rosemead, CA",US,CA,Rosemead,2
"Lansing, IL",US,IL,Lansing,2
"Holland, PA",US,PA,Holland,2
"Hanover, MA",US,MA,Hanover,2
"Kaneohe, HI",US,HI,Kaneohe,2
"Madera, CA",US,CA,Madera,2
"Ashland, VA",US,VA,Ashland,2
"Ripon, CA",US,CA,Ripon,2
"Waukegan, IL",US,IL,Waukegan,2
"CaveCreek, AZ",US,AZ,CaveCreek,2
"Laconia, NH",US,NH,Laconia,2
"Woodstown, NJ",US,NJ,Woodstown,2
"Dover, DE",US,DE,Dover,2
"Johnstown, PA",US,PA,Johnstown,2
"Waipahu, HI",US,HI,Waipahu,2
"Glenshaw, PA",US,PA,Glenshaw,2
"Mineola, NY",US,NY,Mineola,2
"Paterson, NJ",US,NJ,Paterson,2
"Chelsea, AL",US,AL,Chelsea,2
"Dillsburg, PA",US,PA,Dillsburg,2
"Yuma, AZ",US,AZ,Yuma,2
"Hurst, TX",US,TX,Hurst,2
"Centerton, AR",US,AR,Centerton,2
"Glendale, WI",US,WI,Glendale,2
"Belmont, MA",US,MA,Belmont,2
"Moosup, CT",US,CT,Moosup,2
"Manahawkin, NJ",US,NJ,Manahawkin,2
"BayPoint, CA",US,CA,BayPoint,2
"Kenner, LA",US,LA,Kenner,2
"PikeRoad, AL",US,AL,PikeRoad,2
"Norwood, NJ",US,NJ,Norwood,2
"Galveston, TX",US,TX,Galveston,2
"Sylvania, OH",US,OH,Sylvania,2
"ElSobrante, CA",US,CA,ElSobrante,2
"Leesburg, FL",US,FL,Leesburg,2
"Fenton, MO",US,MO,Fenton,2
"Edgewater, NJ",US,NJ,Edgewater,2
"Anderson, IN",US,IN,Anderson,2
"Grovetown, GA",US,GA,Grovetown,2
"Ridgecrest, CA",US,CA,Ridgecrest,2
"Nanuet, NY",US,NY,Nanuet,2
"Topeka, KS",US,KS,Topeka,2
"ForestHill, MD",US,MD,ForestHill,2
"Hammonton, NJ",US,NJ,Hammonton,2
"NorthBend, WA",US,WA,NorthBend,2
"OakRidge, NC",US,NC,OakRidge,2
"Uniontown, PA",US,PA,Uniontown,2
"Flanders, NJ",US,NJ,Flanders,2
"ViewPark, CA",US,CA,ViewPark,2
"Baytown, TX",US,TX,Baytown,2
"Warrington, PA",US,PA,Warrington,2
"RiverEdge, NJ",US,NJ,RiverEdge,2
"Carmel, NY",US,NY,Carmel,2
"Washington, IL",US,IL,Washington,2
"Streator, IL",US,IL,Streator,2
"Irwin, PA",US,PA,Irwin,2
"FortSmith, AR",US,AR,FortSmith,2
"HydePark, NY",US,NY,HydePark,2
"Ovilla, TX",US,TX,Ovilla,2
"Dixon, CA",US,CA,Dixon,2
"Bordentown, NJ",US,NJ,Bordentown,2
"Coraopolis, PA",US,PA,Coraopolis,2
"GooseCreek, SC",US,SC,GooseCreek,2
"Burlington, NJ",US,NJ,Burlington,2
"Scotia, NY",US,NY,Scotia,2
"Stoughton, MA",US,MA,Stoughton,2
"Galena, OH",US,OH,Galena,2
"Enid, OK",US,OK,Enid,2
"Pocatello, ID",US,ID,Pocatello,2
"Edgewater, MD",US,MD,Edgewater,2
"Oakwood, GA",US,GA,Oakwood,2
"Gurnee, IL",US,IL,Gurnee,2
"Berlin, NJ",US,NJ,Berlin,2
"Waterbury, VT",US,VT,Waterbury,2
"Lomita, CA",US,CA,Lomita,2
"Manalapan, NJ",US,NJ,Manalapan,2
"Bellerose, NY",US,NY,Bellerose,2
"Kentfield, CA",US,CA,Kentfield,2
"Rosedale, MD",US,MD,Rosedale,2
"Elkhart, IN",US,IN,Elkhart,2
"SantaPaula, CA",US,CA,SantaPaula,2
"Minot, ND",US,ND,Minot,2
"Lockport, NY",US,NY,Lockport,2
"Griffith, IN",US,IN,Griffith,2
"FloralPark, NY",US,NY,FloralPark,2
"Menands, NY",US,NY,Menands,2
"NorthOaks, MN",US,MN,NorthOaks,2
"Navarre, FL",US,FL,Navarre,2
"Alachua, FL",US,FL,Alachua,2
"Brookline, NH",US,NH,Brookline,2
"Wilmington, MA",US,MA,Wilmington,2
"Auburn, NH",US,NH,Auburn,2
"Manhasset, NY",US,NY,Manhasset,2
"Waterford, CT",US,CT,Waterford,2
"Lehighton, PA",US,PA,Lehighton,2
"Cheverly, MD",US,MD,Cheverly,2
"Brandywine, MD",US,MD,Brandywine,2
"Grimes, IA",US,IA,Grimes,2
"Clayton, NJ",US,NJ,Clayton,2
"Mission, TX",US,TX,Mission,2
"Wytheville, VA",US,VA,Wytheville,2
"Granby, CT",US,CT,Granby,2
"Aventura, FL",US,FL,Aventura,2
"ThunderBay, ON",CA,ON,ThunderBay,2
"Nixa, MO",US,MO,Nixa,2
"Delmont, PA",US,PA,Delmont,2
"Chesnee, SC",US,SC,Chesnee,2
"Lumberton, NJ",US,NJ,Lumberton,2
"Duxbury, MA",US,MA,Duxbury,2
"Windsor, CA",US,CA,Windsor,2
"NorthWales, PA",US,PA,NorthWales,2
"Wells, ME",US,ME,Wells,2
"GlenHead, NY",US,NY,GlenHead,2
"Parkton, MD",US,MD,Parkton,2
"Burlington, IA",US,IA,Burlington,2
"Chatsworth, NJ",US,NJ,Chatsworth,2
"Reidsville, NC",US,NC,Reidsville,2
"Barrington, NH",US,NH,Barrington,2
"Simsbury, CT",US,CT,Simsbury,2
"Arverne, NY",US,NY,Arverne,2
"Pewaukee, WI",US,WI,Pewaukee,2
"Geismar, LA",US,LA,Geismar,2
"Oceanport, NJ",US,NJ,Oceanport,2
"Wanaque, NJ",US,NJ,Wanaque,2
"Novi, MI",US,MI,Novi,2
"GlenRock, NJ",US,NJ,GlenRock,2
"SaintMarys, PA",US,PA,SaintMarys,2
"Cotati, CA",US,CA,Cotati,2
"Mansfield, MA",US,MA,Mansfield,2
"Washington, PA",US,PA,Washington,2
"Chester, SC",US,SC,Chester,2
"MountKisco, NY",US,NY,MountKisco,2
"ParkForest, IL",US,IL,ParkForest,2
"Morganton, NC",US,NC,Morganton,2
"DIberville, MS",US,MS,DIberville,2
"SpringLake, MI",US,MI,SpringLake,2
"Melissa, TX",US,TX,Melissa,2
"Magnolia, TX",US,TX,Magnolia,2
"Canton, NY",US,NY,Canton,2
"EastPeoria, IL",US,IL,EastPeoria,2
"Ferndale, WA",US,WA,Ferndale,2
"Durham, NH",US,NH,Durham,2
"Lynn, MA",US,MA,Lynn,2
"Parsippany, NJ",US,NJ,Parsippany,2
"Stuart, FL",US,FL,Stuart,2
"Millbrook, NY",US,NY,Millbrook,2
"Wyoming, MI",US,MI,Wyoming,2
"BayCity, MI",US,MI,BayCity,2
"SpotsylvaniaCourthouse, VA",US,VA,SpotsylvaniaCourthouse,1
"BradfordWestGwillimbury, ON",CA,ON,BradfordWestGwillimbury,1
"LosRanchosdeAlbuquerque, NM",US,NM,LosRanchosdeAlbuquerque,1
"SaintCyrilledeWendover, QC",CA,QC,SaintCyrilledeWendover,1
"WestUniversityPlace, TX",US,TX,WestUniversityPlace,1
"WestRanchoDominguez, CA",US,CA,WestRanchoDominguez,1
"WarrensvilleHeights, OH",US,OH,WarrensvilleHeights,1
"PortJeffersonStation, NY",US,NY,PortJeffersonStation,1
"DiplomaticPostOffice, AA",US,AA,DiplomaticPostOffice,1
"NetherProvidenceTownship, PA",US,PA,NetherProvidenceTownship,1
"LaCrescentaMontrose, CA",US,CA,LaCrescentaMontrose,1
"HollomanAirForceBase, NM",US,NM,HollomanAirForceBase,1
"Bernardsville, NJ",US,NJ,Bernardsville,1
"WestNewbury, MA",US,MA,WestNewbury,1
"SatelliteBeach, FL",US,FL,SatelliteBeach,1
"Chambersburg, PA",US,PA,Chambersburg,1
"PoplarBluff, MO",US,MO,PoplarBluff,1
"Sanbornville, NH",US,NH,Sanbornville,1
"DauphinIsland, AL",US,AL,DauphinIsland,1
"HighlandPark, MI",US,MI,HighlandPark,1
"ShenandoahJunction, WV",US,WV,ShenandoahJunction,1
"Bartlesville, OK",US,OK,Bartlesville,1
"Jeffersonville, VT",US,VT,Jeffersonville,1
"MayfieldHeights, OH",US,OH,MayfieldHeights,1
"ElDoradoSprings, MO",US,MO,ElDoradoSprings,1
"MonteSereno, CA",US,CA,MonteSereno,1
"GraniteCity, IL",US,IL,GraniteCity,1
"NorthOlmsted, OH",US,OH,NorthOlmsted,1
"PleasantPrairie, WI",US,WI,PleasantPrairie,1
"SaintMatthews, SC",US,SC,SaintMatthews,1
"MerrittIsland, FL",US,FL,MerrittIsland,1
"Southborough, MA",US,MA,Southborough,1
"MountClemens, MI",US,MI,MountClemens,1
"EastChatham, NY",US,NY,EastChatham,1
"KingstonSprings, TN",US,TN,KingstonSprings,1
"MiddleVillage, NY",US,NY,MiddleVillage,1
"Barnesville, GA",US,GA,Barnesville,1
"WestSimsbury, CT",US,CT,WestSimsbury,1
"GreenwellSprings, LA",US,LA,GreenwellSprings,1
"MenomoneeFalls, WI",US,WI,MenomoneeFalls,1
"Carmichaels, PA",US,PA,Carmichaels,1
"IsleofPalms, SC",US,SC,IsleofPalms,1
"PlymouthMeeting, PA",US,PA,PlymouthMeeting,1
"Gordonsville, TN",US,TN,Gordonsville,1
"CapistranoBeach, CA",US,CA,CapistranoBeach,1
"CottonwoodShores, TX",US,TX,CottonwoodShores,1
"CarmelbytheSea, CA",US,CA,CarmelbytheSea,1
"Collinsville, IL",US,IL,Collinsville,1
"EastWilliston, NY",US,NY,EastWilliston,1
"Timberville, VA",US,VA,Timberville,1
"NewBaltimore, MI",US,MI,NewBaltimore,1
"Shelbyville, TN",US,TN,Shelbyville,1
"AransasPass, TX",US,TX,AransasPass,1
"WesleyChapel, NC",US,NC,WesleyChapel,1
"StCatharines, ON",CA,ON,StCatharines,1
"WestWillington, CT",US,CT,WestWillington,1
"HuntingtonWoods, MI",US,MI,HuntingtonWoods,1
"BreezyPoint, NY",US,NY,BreezyPoint,1
"RanchoMirage, CA",US,CA,RanchoMirage,1
"Hillsborough, NJ",US,NJ,Hillsborough,1
"Skaneateles, NY",US,NY,Skaneateles,1
"SpringBranch, TX",US,TX,SpringBranch,1
"EatonRapids, MI",US,MI,EatonRapids,1
"Porterfield, WI",US,WI,Porterfield,1
"SouthSetauket, NY",US,NY,SouthSetauket,1
"AtlanticBeach, NC",US,NC,AtlanticBeach,1
"NorthAugusta, SC",US,SC,NorthAugusta,1
"SouthRichmondHill, NY",US,NY,SouthRichmondHill,1
"Plattsmouth, NE",US,NE,Plattsmouth,1
"HopewellJunction, NY",US,NY,HopewellJunction,1
"Summerfield, FL",US,FL,Summerfield,1
"NorthPlainfield, NJ",US,NJ,NorthPlainfield,1
"LaurelSprings, NJ",US,NJ,LaurelSprings,1
"FenelonFalls, ON",CA,ON,FenelonFalls,1
"LakeArrowhead, CA",US,CA,LakeArrowhead,1
"GrandPortage, MN",US,MN,GrandPortage,1
"LitchfieldPark, AZ",US,AZ,LitchfieldPark,1
"CastellodelaPlana, CS",ES,CS,CastellodelaPlana,1
"GreatBarrington, MA",US,MA,GreatBarrington,1
"WestHenrietta, NY",US,NY,WestHenrietta,1
"PineGroveMills, PA",US,PA,PineGroveMills,1
"WillowSprings, IL",US,IL,WillowSprings,1
"WindsorHeights, IA",US,IA,WindsorHeights,1
"Peterborough, ENG",GB,ENG,Peterborough,1
"Whitewright, TX",US,TX,Whitewright,1
"McLeansville, NC",US,NC,McLeansville,1
"MiddleIsland, NY",US,NY,MiddleIsland,1
"SouthernPines, NC",US,NC,SouthernPines,1
"CarneysPoint, NJ",US,NJ,CarneysPoint,1
"NorthMankato, MN",US,MN,NorthMankato,1
"Concordville, PA",US,PA,Concordville,1
"Curwensville, PA",US,PA,Curwensville,1
"Swanscombe, ENG",GB,ENG,Swanscombe,1
"BellGardens, CA",US,CA,BellGardens,1
"McKinleyville, CA",US,CA,McKinleyville,1
"Thomasville, NC",US,NC,Thomasville,1
"Wernersville, PA",US,PA,Wernersville,1
"WoodlandPark, NJ",US,NJ,WoodlandPark,1
"SignalMountain, TN",US,TN,SignalMountain,1
"CalumetCity, IL",US,IL,CalumetCity,1
"Schwenksville, PA",US,PA,Schwenksville,1
"EastHampton, CT",US,CT,EastHampton,1
"NorthManchester, IN",US,IN,NorthManchester,1
"FortWaltonBeach, FL",US,FL,FortWaltonBeach,1
"ThamesDitton, ENG",GB,ENG,ThamesDitton,1
"Wintersville, OH",US,OH,Wintersville,1
"Madisonville, LA",US,LA,Madisonville,1
"CalhounCity, MS",US,MS,CalhounCity,1
"Christchurch, CAN",NZ,CAN,Christchurch,1
"BarringtonHills, IL",US,IL,BarringtonHills,1
"CapeGirardeau, MO",US,MO,CapeGirardeau,1
"NorthBranch, MN",US,MN,NorthBranch,1
"Lincolnville, ME",US,ME,Lincolnville,1
"Pleasantville, NJ",US,NJ,Pleasantville,1
"Duncanville, TX",US,TX,Duncanville,1
"PleasantValley, VA",US,VA,PleasantValley,1
"NewCarlisle, OH",US,OH,NewCarlisle,1
"Bargersville, IN",US,IN,Bargersville,1
"Farmingdale, NJ",US,NJ,Farmingdale,1
"MichiganCity, IN",US,IN,MichiganCity,1
"SantaRosaBeach, FL",US,FL,SantaRosaBeach,1
"BallstonSpa, NY",US,NY,BallstonSpa,1
"NorthEaston, MA",US,MA,NorthEaston,1
"WestReading, PA",US,PA,WestReading,1
"SouthOckendon, ENG",GB,ENG,SouthOckendon,1
"EastChicago, IN",US,IN,EastChicago,1
"Plantersville, TX",US,TX,Plantersville,1
"Centreville, MS",US,MS,Centreville,1
"MountainHome, AR",US,AR,MountainHome,1
"LittleFerry, NJ",US,NJ,LittleFerry,1
"SchillerPark, IL",US,IL,SchillerPark,1
"SaintMichaels, MD",US,MD,SaintMichaels,1
"Thiensville, WI",US,WI,Thiensville,1
"LibertyLake, WA",US,WA,LibertyLake,1
"WestWarwick, RI",US,RI,WestWarwick,1
"FenwickIsland, DE",US,DE,FenwickIsland,1
"MeadowVista, CA",US,CA,MeadowVista,1
"CalambaCity, LAG",PH,LAG,CalambaCity,1
"OwensCrossRoads, AL",US,AL,OwensCrossRoads,1
"Huntingtown, MD",US,MD,Huntingtown,1
"WeldonSpring, MO",US,MO,WeldonSpring,1
"FortMontgomery, NY",US,NY,FortMontgomery,1
"HighlandBeach, FL",US,FL,HighlandBeach,1
"Monongahela, PA",US,PA,Monongahela,1
"BonnerSprings, KS",US,KS,BonnerSprings,1
"Duncansville, PA",US,PA,Duncansville,1
"Leonardtown, MD",US,MD,Leonardtown,1
"SpurrsCorner, ME",US,ME,SpurrsCorner,1
"Morrisville, PA",US,PA,Morrisville,1
"WestSuffield, CT",US,CT,WestSuffield,1
"ChattanoogaValley, GA",US,GA,ChattanoogaValley,1
"Williamsburg, OH",US,OH,Williamsburg,1
"CampbellHall, NY",US,NY,CampbellHall,1
"RanchoMurieta, CA",US,CA,RanchoMurieta,1
"GrandMarais, MN",US,MN,GrandMarais,1
"NewRockford, ND",US,ND,NewRockford,1
"Brooksville, ME",US,ME,Brooksville,1
"Summerfield, NC",US,NC,Summerfield,1
"SouthernShores, NC",US,NC,SouthernShores,1
"SouthHadley, MA",US,MA,SouthHadley,1
"Chapmansboro, TN",US,TN,Chapmansboro,1
"WestwoodHills, KS",US,KS,WestwoodHills,1
"ThreeRivers, CA",US,CA,ThreeRivers,1
"Stevensville, MD",US,MD,Stevensville,1
"GreatMeadows, NJ",US,NJ,GreatMeadows,1
"MountainView, HI",US,HI,MountainView,1
"Spencerport, NY",US,NY,Spencerport,1
"Landisville, PA",US,PA,Landisville,1
"MoheganLake, NY",US,NY,MoheganLake,1
"Sittingbourne, ENG",GB,ENG,Sittingbourne,1
"EastPatchogue, NY",US,NY,EastPatchogue,1
"LowerGwynedd, PA",US,PA,LowerGwynedd,1
"SouthDennis, MA",US,MA,SouthDennis,1
"FairlessHills, PA",US,PA,FairlessHills,1
"CouncilBluffs, IA",US,IA,CouncilBluffs,1
"Fredericksburg, TX",US,TX,Fredericksburg,1
"BullheadCity, AZ",US,AZ,BullheadCity,1
"Jeffersonville, IN",US,IN,Jeffersonville,1
"Westborough, MA",US,MA,Westborough,1
"McAlisterville, PA",US,PA,McAlisterville,1
"Carterville, IL",US,IL,Carterville,1
"MineralRidge, OH",US,OH,MineralRidge,1
"NewtonCenter, MA",US,MA,NewtonCenter,1
"Middleborough, MA",US,MA,Middleborough,1
"ManchesterTownship, NJ",US,NJ,ManchesterTownship,1
"TybeeIsland, GA",US,GA,TybeeIsland,1
"PanamaCityBeach, FL",US,FL,PanamaCityBeach,1
"PrinceGeorge, VA",US,VA,PrinceGeorge,1
"WestHazleton, PA",US,PA,WestHazleton,1
"WhiteRiverJunction, VT",US,VT,WhiteRiverJunction,1
"JensenBeach, FL",US,FL,JensenBeach,1
"Williamsburg, MA",US,MA,Williamsburg,1
"ManchesterbytheSea, MA",US,MA,ManchesterbytheSea,1
"GlenwoodSprings, CO",US,CO,GlenwoodSprings,1
"LosAltosHills, CA",US,CA,LosAltosHills,1
"MassapequaPark, NY",US,NY,MassapequaPark,1
"WisconsinRapids, WI",US,WI,WisconsinRapids,1
"Northborough, MA",US,MA,Northborough,1
"Bowmanville, ON",CA,ON,Bowmanville,1
"Willingboro, NJ",US,NJ,Willingboro,1
"EastPaloAlto, CA",US,CA,EastPaloAlto,1
"Carpentersville, IL",US,IL,Carpentersville,1
"LithiaSprings, GA",US,GA,LithiaSprings,1
"WhiteBearLake, MN",US,MN,WhiteBearLake,1
"Birmingham, ENG",GB,ENG,Birmingham,1
"Fayetteville, NY",US,NY,Fayetteville,1
"WestValleyCity, UT",US,UT,WestValleyCity,1
"BedfordHeights, OH",US,OH,BedfordHeights,1
"Montoursville, PA",US,PA,Montoursville,1
"Robbinsville, NJ",US,NJ,Robbinsville,1
"SagamoreBeach, MA",US,MA,SagamoreBeach,1
"MountArlington, NJ",US,NJ,MountArlington,1
"MountPleasant, MI",US,MI,MountPleasant,1
"JacksonvilleBeach, FL",US,FL,JacksonvilleBeach,1
"Centerville, UT",US,UT,Centerville,1
"SaintEustache, QC",CA,QC,SaintEustache,1
"MiramarBeach, FL",US,FL,MiramarBeach,1
"WhitefishBay, WI",US,WI,WhitefishBay,1
"CastletononHudson, NY",US,NY,CastletononHudson,1
"Murrysville, PA",US,PA,Murrysville,1
"SaintLaurent, QC",CA,QC,SaintLaurent,1
"SpanishFort, AL",US,AL,SpanishFort,1
"SullivansIsland, SC",US,SC,SullivansIsland,1
"ForrestCity, AR",US,AR,ForrestCity,1
"Crownsville, MD",US,MD,Crownsville,1
"PagosaSprings, CO",US,CO,PagosaSprings,1
"WestWareham, MA",US,MA,WestWareham,1
"WinchesterCenter, CT",US,CT,WinchesterCenter,1
"EastPetersburg, PA",US,PA,EastPetersburg,1
"CountryClubHills, IL",US,IL,CountryClubHills,1
"EastSetauket, NY",US,NY,EastSetauket,1
"Centreville, MD",US,MD,Centreville,1
"Colchester, ENG",GB,ENG,Colchester,1
"AtlanticBeach, NY",US,NY,AtlanticBeach,1
"ShavanoPark, TX",US,TX,ShavanoPark,1
"Lambertville, MI",US,MI,Lambertville,1
"HawaiianGardens, CA",US,CA,HawaiianGardens,1
"NationalCity, CA",US,CA,NationalCity,1
"MonmouthBeach, NJ",US,NJ,MonmouthBeach,1
"Schnecksville, PA",US,PA,Schnecksville,1
"AshtonSandySpring, MD",US,MD,AshtonSandySpring,1
"HarwoodHeights, IL",US,IL,HarwoodHeights,1
"ElizabethCity, NC",US,NC,ElizabethCity,1
"NorthVernon, IN",US,IN,NorthVernon,1
"Brooksville, FL",US,FL,Brooksville,1
"WoodcliffLake, NJ",US,NJ,WoodcliffLake,1
"NorthWindham, CT",US,CT,NorthWindham,1
"NorthChatham, NY",US,NY,NorthChatham,1
"FlorhamPark, NJ",US,NJ,FlorhamPark,1
"BellePlaine, MN",US,MN,BellePlaine,1
"MortonGrove, IL",US,IL,MortonGrove,1
"Stevensville, MI",US,MI,Stevensville,1
"NewHartford, NY",US,NY,NewHartford,1
"MurrellsInlet, SC",US,SC,MurrellsInlet,1
"Winterville, NC",US,NC,Winterville,1
"MineralPoint, WI",US,WI,MineralPoint,1
"MountVision, NY",US,NY,MountVision,1
"Ruckersville, VA",US,VA,Ruckersville,1
